cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
South Female,25-34,CH,Vocational Certificate,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Female,15-24,VA,Other,Lavoro subordinato,Commerciale / Vendita,BS ,Hired
South Male,45-54,BG,Other,Ricerca e selezione,Operai Generici,CO ,Not Hired
South Female,35-44,FI,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,35-44,CN,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,VI ,Not Hired
South Female,35-44,MO,Unknown,Ricerca e selezione,Operai Specializzati,UD ,Not Hired
South Male,45-54,AP,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Finanza / Contabilità,MB ,Not Hired
South Female,35-44,BS,Other,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,35-44,PD,Unknown,Lavoro subordinato,Manutenzione / Riparazione,BS ,Hired
South Male,25-34,BS,Unknown,Lavoro subordinato,Commerciale / Vendita,PU ,Not Hired
South Male,25-34,PO,Vocational Certificate,Lavoro subordinato,Operai Specializzati,MB ,Hired
South Female,35-44,BI,High School,Ricerca e selezione,Magazzino / Logistica / Trasporti,CR ,Not Hired
South Male,35-44,MI,Unknown,Ricerca e selezione,Ingegneria Impiantistica,UD ,Not Hired
South Female,45-54,PI,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,SO ,Not Hired
South Male,35-44,PD,Unknown,Ricerca e selezione,Operai Generici,MB ,Not Hired
South Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,LC ,Not Hired
South Male,35-44,VI,Unknown,Lavoro subordinato,Ingegneria Impiantistica,MI ,Hired
South Female,55-74,BS,Other,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Female,35-44,PO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
South Female,25-34,CR,Unknown,Lavoro subordinato,Impiegati,CN ,Not Hired
South Female,35-44,BG,Other,Lavoro subordinato,Personale Aeroportuale,BS ,Not Hired
South Male,55-74,CN,Other,Lavoro subordinato,Impiegati,MO ,Not Hired
South Female,45-54,LC,Other,Lavoro subordinato,Commerciale / Vendita,BS ,Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
South Male,45-54,FR,Other,Ricerca e selezione,Segreteria / Servizi Generali,MI ,Not Hired
South Male,35-44,RM,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Female,15-24,BG,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,45-54,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Male,25-34,BO,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,35-44,MI,Other,Lavoro subordinato,Scientifico / Farmaceutico,TN ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Ingegneria Impiantistica,MO ,Not Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
Central Male,25-34,MI,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BO ,Hired
South Female,45-54,RM,Unknown,Ricerca e selezione,Commerciale / Vendita,AR ,Hired
South Female,35-44,MI,Other,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Female,45-54,BL,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,VE ,Not Hired
South Male,25-34,AR,Other,Lavoro subordinato,Operai Generici,BI ,Not Hired
South Male,35-44,BS,Unknown,Lavoro subordinato,Finanza / Contabilità,MI ,Not Hired
South Female,25-34,VR,Unknown,Ricerca e selezione,Operai Generici,MI ,Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Ingegneria Impiantistica,MI ,Not Hired
South Female,45-54,NO,Other,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,45-54,TO,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
Central Male,35-44,TO,Unknown,Ricerca e selezione,Commerciale / Vendita,TO ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Commerciale / Vendita,BO ,Not Hired
South Male,35-44,CR,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
South Female,25-34,TE,Unknown,Ricerca e selezione,Operai Specializzati,CN ,Hired
South Female,15-24,PC,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
South Male,35-44,BG,Unknown,Lavoro subordinato,Commerciale / Vendita,MI ,Not Hired
South Male,45-54,PO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PC ,Not Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Male,45-54,BG,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
South Female,35-44,BS,Unknown,Ricerca e selezione,Operai Specializzati,UD ,Not Hired
South Female,35-44,AQ,Other,Ricerca e selezione,Operai Generici,MB ,Not Hired
South Male,25-34,TS,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
South Male,45-54,MI,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Female,45-54,VI,Unknown,Lavoro subordinato,Operai Generici,RE ,Not Hired
South Female,45-54,UD,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BS ,Hired
South Female,25-34,RM,Unknown,Lavoro subordinato,Finanza / Contabilità,VI ,Not Hired
South Male,45-54,MB,Graduate,Lavoro subordinato,Operai Specializzati,BZ ,Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Manutenzione / Riparazione,RE ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Male,35-44,BO,Other,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Not Hired
South Female,25-34,BG,Unknown,Ricerca e selezione,Operai Specializzati,BG ,Not Hired
South Male,45-54,TO,Unknown,Lavoro subordinato,Operai Generici,MN ,Hired
South Female,45-54,BO,Other,Ricerca e selezione,Segreteria / Servizi Generali,MI ,Not Hired
North Female,35-44,BG,Unknown,Ricerca e selezione,Operai Generici,RO ,Not Hired
South Female,25-34,LT,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
Central Male,25-34,FI,Unknown,Ricerca e selezione,Commerciale / Vendita,UD ,Not Hired
South Female,45-54,MO,Other,Ricerca e selezione,Finanza / Contabilità,MO ,Not Hired
South Female,25-34,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,RM ,Not Hired
Central Male,25-34,BG,Unknown,Ricerca e selezione,Operai Specializzati,RO ,Not Hired
South Male,35-44,PD,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,45-54,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,TO ,Not Hired
South Female,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
Central Female,35-44,CR,Graduate,Ricerca e selezione,Operai Generici,BO ,Hired
South Male,25-34,PD,Unknown,Lavoro subordinato,Finanza / Contabilità,MI ,Not Hired
South Female,15-24,BG,Unknown,Ricerca e selezione,Operai Generici,TV ,Not Hired
South Female,25-34,CN,Other,Lavoro subordinato,Commerciale / Vendita,BS ,Hired
South Male,55-74,TO,Unknown,Ricerca e selezione,Commerciale / Vendita,LO ,Hired
South Female,45-54,PR,Unknown,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
South Female,55-74,MI,Vocational Certificate,Ricerca e selezione,Operai Generici,MB ,Not Hired
South Male,15-24,VI,Unknown,Lavoro subordinato,Operai Specializzati,CA ,Hired
South Male,45-54,BG,Other,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
Central Female,15-24,BG,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
South Male,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Male,25-34,BG,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,VA ,Not Hired
South Female,35-44,MI,Other,Lavoro subordinato,Manutenzione / Riparazione,MO ,Not Hired
South Female,25-34,BO,Other,Lavoro subordinato,Operai Specializzati,BO ,Not Hired
South Female,15-24,PR,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
South Male,55-74,MO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,UD ,Not Hired
South Male,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Male,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Male,45-54,MO,Unknown,Lavoro subordinato,Operai Specializzati,VR ,Not Hired
North Male,35-44,BS,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,BS ,Not Hired
South Male,35-44,TO,Vocational Certificate,Lavoro subordinato,Personale Aeroportuale,VA ,Not Hired
South Female,25-34,MB,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Female,45-54,SO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Male,15-24,MI,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Female,35-44,RM,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Male,25-34,CH,High School,Lavoro subordinato,Progettisti / Design / Grafici,MI ,Not Hired
South Female,15-24,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TE ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Manutenzione / Riparazione,BS ,Not Hired
South Female,45-54,TO,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Male,25-34,TV,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BS ,Hired
South Male,25-34,LO,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Male,25-34,TO,Other,Lavoro subordinato,Impiegati,VI ,Not Hired
South Female,55-74,TV,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
South Male,45-54,RM,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
South Female,55-74,TO,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
South Female,35-44,RM,Other,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,15-24,MO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Hired
Central Male,25-34,PI,Other,Lavoro subordinato,Operai Generici,BO ,Hired
South Male,25-34,BS,Vocational Certificate,Ricerca e selezione,Operai Generici,PC ,Not Hired
South Female,45-54,MO,Other,Ricerca e selezione,Commerciale / Vendita,PD ,Not Hired
South Male,55-74,MI,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,MI ,Not Hired
South Female,35-44,BS,Unknown,Ricerca e selezione,Operai Specializzati,TO ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,VE ,Not Hired
South Female,45-54,BG,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,45-54,RM,Unknown,Lavoro subordinato,Commerciale / Vendita,TN ,Not Hired
South Female,15-24,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,CN ,Hired
South Female,35-44,PR,Other,Ricerca e selezione,Operai Generici,RE ,Not Hired
South Female,45-54,BG,Unknown,Ricerca e selezione,Operai Generici,BS ,Not Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Operai Specializzati,BG ,Hired
South Male,25-34,MB,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,25-34,FI,Vocational Certificate,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Not Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
South Male,25-34,MO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BG ,Hired
South Female,45-54,CO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,BG ,Hired
Central Female,25-34,PE,Unknown,Ricerca e selezione,Operai Specializzati,CN ,Hired
Central Female,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,BS ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TV ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,VR ,Not Hired
Central Female,45-54,PO,Other,Ricerca e selezione,Operai Generici,BG ,Hired
South Female,35-44,BO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
South Female,25-34,AN,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,25-34,TO,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Male,25-34,CO,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,PC ,Not Hired
South Male,35-44,FE,Unknown,Lavoro subordinato,Operai Specializzati,LC ,Not Hired
South Male,35-44,MI,Other,Ricerca e selezione,Progettisti / Design / Grafici,BO ,Hired
South Male,45-54,BG,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,PR ,Not Hired
Central Male,55-74,PI,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,PD ,Not Hired
South Male,35-44,UD,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,NO ,Not Hired
South Female,25-34,RO,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
South Female,25-34,VI,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,AR ,Hired
South Female,45-54,BS,Unknown,Ricerca e selezione,Operai Generici,CA ,Not Hired
South Female,45-54,BS,Other,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Male,25-34,TO,Unknown,Ricerca e selezione,Manutenzione / Riparazione,CN ,Hired
South Female,35-44,AL,Other,Ricerca e selezione,Operai Specializzati,TN ,Not Hired
South Male,35-44,BS,Unknown,Ricerca e selezione,Impiegati,BO ,Not Hired
South Male,55-74,VI,Other,Lavoro subordinato,Progettisti / Design / Grafici,CO ,Hired
Central Male,25-34,BS,Unknown,Lavoro subordinato,Commerciale / Vendita,BG ,Hired
South Female,45-54,CN,Unknown,Lavoro subordinato,Finanza / Contabilità,MN ,Not Hired
South Female,25-34,BG,Vocational Certificate,Lavoro subordinato,Impiegati,BG ,Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Commerciale / Vendita,MI ,Not Hired
Central Male,35-44,TV,Other,Ricerca e selezione,Operai Specializzati,TO ,Not Hired
South Male,35-44,BS,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,PI ,Not Hired
South Male,25-34,MN,Unknown,Ricerca e selezione,Finanza / Contabilità,UD ,Not Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VR ,Not Hired
South Female,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,25-34,BS,Other,Ricerca e selezione,Operai Generici,PR ,Not Hired
South Female,45-54,BO,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,LC ,Not Hired
South Male,25-34,BO,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
South Female,45-54,LO,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
North Female,35-44,BG,Unknown,Lavoro subordinato,Commerciale / Vendita,BS ,Not Hired
South Male,15-24,FR,Unknown,Lavoro subordinato,Manutenzione / Riparazione,BO ,Hired
South Female,25-34,MO,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,VR ,Not Hired
South Female,15-24,VI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Female,45-54,BS,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
South Male,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,PC ,Hired
South Female,25-34,TV,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TN ,Not Hired
Central Male,15-24,RE,Unknown,Lavoro subordinato,Finanza / Contabilità,MI ,Hired
South Male,35-44,BG,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Not Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,PR ,Not Hired
South Male,55-74,BO,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
Central Female,35-44,MI,Unknown,Ricerca e selezione,Operai Specializzati,VA ,Not Hired
South Male,15-24,BO,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,BG ,Not Hired
South Female,25-34,FI,Unknown,Lavoro subordinato,Operai Generici,PV ,Not Hired
South Female,35-44,TO,High School,Ricerca e selezione,Progettisti / Design / Grafici,BO ,Hired
South Female,35-44,TV,Higher Technical Institute,Lavoro subordinato,Finanza / Contabilità,MI ,Hired
South Male,35-44,BG,Other,Lavoro subordinato,Operai Generici,VE ,Not Hired
South Female,35-44,MN,Unknown,Lavoro subordinato,Operai Generici,CH ,Hired
South Male,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,FR ,Not Hired
South Male,25-34,BO,Unknown,Ricerca e selezione,Commerciale / Vendita,PC ,Not Hired
Central Female,15-24,GO,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Female,35-44,TO,Unknown,Ricerca e selezione,Operai Generici,MI ,Hired
South Male,45-54,VA,Unknown,Ricerca e selezione,Operai Generici,VI ,Not Hired
South Male,35-44,UD,Unknown,Ricerca e selezione,Operai Specializzati,TO ,Not Hired
South Male,25-34,VA,Other,Lavoro subordinato,Operai Generici,MI ,Hired
South Male,35-44,BG,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,CN ,Not Hired
Central Male,25-34,PO,Unknown,Lavoro subordinato,Commerciale / Vendita,CN ,Hired
South Male,25-34,TO,Unknown,Lavoro subordinato,Ingegneria Impiantistica,BS ,Hired
South Female,35-44,FE,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
South Male,35-44,VE,Unknown,Lavoro subordinato,Operai Specializzati,MN ,Hired
South Female,25-34,PD,Unknown,Lavoro subordinato,Operai Generici,CR ,Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Not Hired
South Female,25-34,PN,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
Central Female,25-34,RE,Unknown,Ricerca e selezione,Operai Generici,VA ,Not Hired
South Female,25-34,RM,Unknown,Ricerca e selezione,Operai Generici,MB ,Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
Central Male,45-54,RM,Unknown,Ricerca e selezione,Operai Generici,RM ,Not Hired
South Male,25-34,BO,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,Finanza / Contabilità,BS ,Not Hired
South Female,45-54,UD,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Female,35-44,MI,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Female,45-54,UD,High School,Lavoro subordinato,Magazzino / Logistica / Trasporti,MB ,Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Finanza / Contabilità,BO ,Not Hired
South Male,35-44,TV,Other,Lavoro subordinato,Operai Specializzati,BO ,Hired
South Female,45-54,UD,Vocational Certificate,Lavoro subordinato,Finanza / Contabilità,MI ,Hired
South Female,25-34,MI,Undergraduate,Lavoro subordinato,Commerciale / Vendita,MI ,Not Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,PD ,Not Hired
South Female,55-74,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VR ,Not Hired
South Female,35-44,LU,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,BG ,Hired
Central Female,45-54,BG,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,VR ,Not Hired
South Male,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Female,25-34,PV,Unknown,Ricerca e selezione,Finanza / Contabilità,LO ,Hired
South Female,45-54,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Male,25-34,BG,Other,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
